filename,style_bucket,artist,title,license,source_url
"jeff-bernhardt-a-really-nice-pair-of-bolt-cutters.mp3","meditation_relaxing","jeff bernhardt","A Really Nice Pair Of Bolt Cutters","CC BY-SA 3.0","https://archive.org/details/AmbientFourthWorldTromboneWorks"
"jeff-bernhardt-equinox.mp3","meditation_relaxing","jeff bernhardt","Equinox","CC BY-SA 3.0","https://archive.org/details/AmbientFourthWorldTromboneWorks"
"r-cole-daily-ambient-day-02.mp3","meditation_relaxing","R. Cole","Daily Ambient - Day 02","CC BY-SA 3.0","https://archive.org/details/dailyambient-2012"
"r-cole-daily-ambient-day-03.mp3","meditation_relaxing","R. Cole","Daily Ambient - Day 03","CC BY-SA 3.0","https://archive.org/details/dailyambient-2012"
"curtis-lehr-argiflex-biomagnetism.mp3","meditation_relaxing","Curtis Lehr (Argiflex)","Biomagnetism","CC BY 3.0","https://archive.org/details/Argiflex-Regolith"
"curtis-lehr-argiflex-crystal-spheres.mp3","meditation_relaxing","Curtis Lehr (Argiflex)","Crystal Spheres","CC BY 3.0","https://archive.org/details/Argiflex-Regolith"
"john-d-parker-ambient-haunt.mp3","meditation_relaxing","John D. Parker","Ambient Haunt","CC BY-SA 3.0","https://archive.org/details/AmbientHaunt"
"megis-theta-binaural-meditation.mp3","meditation_relaxing","Megis","Theta Binaural Meditation","CC BY 3.0","https://archive.org/details/jamendo-638405"
"val-davis-the-opening.mp3","meditation_relaxing","Val Davis","The Opening","CC BY 3.0","https://archive.org/details/jamendo-129318"
"val-davis-awakening.mp3","meditation_relaxing","Val Davis","Awakening","CC BY 3.0","https://archive.org/details/jamendo-129318"
"megis-432hz-quantum-healing-meditation.mp3","meditation_relaxing","Megis","432Hz Quantum Healing Meditation","CC BY 3.0","https://archive.org/details/jamendo-638091"
"sevennotes-relaxing-soul-music.mp3","meditation_relaxing","Sevennotes","Relaxing Soul Music","CC BY 3.0","https://archive.org/details/jamendo-468945"
"moonwalk-reflections-meditative-drone-ambient.mp3","meditation_relaxing","Moonwalk","Reflections (Meditative Drone Ambient)","CC BY 3.0","https://archive.org/details/jamendo-525353"
"tina-ambient-ancient-cinematic-drone.mp3","meditation_relaxing","Tina Ambient","Ancient - Cinematic Drone","CC BY 3.0","https://archive.org/details/jamendo-631043"
"d-k-o-soundscape-space-blow.mp3","meditation_relaxing","D.K.O. soundscape","Space Blow","CC BY-SA 3.0","https://archive.org/details/jamendo-258390"
"marcello-morgese-mental-chaos.mp3","meditation_relaxing","Marcello Morgese","Mental Chaos","CC BY-SA 2.5","https://archive.org/details/jamendo-125218"
"marcello-morgese-war.mp3","meditation_relaxing","Marcello Morgese","War","CC BY-SA 2.5","https://archive.org/details/jamendo-125218"
"jack-greenwood-scarlet-miracle-original-mix.mp3","deep_house_yoga","Jack Greenwood","Scarlet Miracle (Original Mix)","CC BY 3.0","https://archive.org/details/jamendo-316588"
"jack-greenwood-infinity-original-mix.mp3","deep_house_yoga","Jack Greenwood","Infinity (Original Mix)","CC BY 3.0","https://archive.org/details/jamendo-308829"
"jack-greenwood-take-it-easy-original-mix.mp3","deep_house_yoga","Jack Greenwood","Take It Easy (Original Mix)","CC BY 3.0","https://archive.org/details/jamendo-321006"
"jack-greenwood-the-chain-of-events-original-mix.mp3","deep_house_yoga","Jack Greenwood","The Chain of Events (Original Mix)","CC BY 3.0","https://archive.org/details/jamendo-323018"
